City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
394,Cayenne,GF,78.1,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
395,Mombetsu,JP,35.8,broken clouds,44.3525,143.3525,Okhotsk Palace Hotel
396,Taltal,CL,67.3,few clouds,-25.4,-70.4833,Residencial Karime
397,Port-Cartier,CA,29.75,overcast clouds,50.0334,-66.8654,Le Q'Artier
398,Nelson Bay,AU,68.76,broken clouds,-32.7167,152.15,Mantra Nelson Bay
399,Caen,FR,48.42,light rain,49.0833,-0.4167,Chambre studio
400,Hofn,IS,32.32,broken clouds,64.2539,-15.2082,Hótel Höfn
401,Hecun,CN,43.23,clear sky,36.5333,114.1111,Yijia Hotel
403,Camopi,GF,83.21,overcast clouds,3.1655,-52.3158,La pousada
404,Xuddur,SO,82.69,clear sky,4.1213,43.8894,Banjanay Hotel
406,Mabaruma,GY,85.21,broken clouds,8.2,-59.7833,Monty Brooms Guest House
407,Yatou,CN,37.8,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
410,Tianpeng,CN,50.36,broken clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
411,Bloemhof,ZA,76.87,overcast clouds,-27.6469,25.607,Victory Towers
412,Plouzane,FR,55.58,mist,48.3833,-4.6167,Lymina
413,Campbell River,CA,33.46,overcast clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
414,Zhezkazgan,KZ,25.3,clear sky,47.8043,67.7144,Hotel Zumrat
415,Mataram,ID,79.61,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
416,Felipe Carrillo Puerto,MX,82.33,clear sky,19.5833,-88.05,Hotel La Ceiba
417,Sudak,UA,52.36,scattered clouds,44.85,34.9667,Solari Beach
418,Hinesville,US,69.76,clear sky,31.8469,-81.5959,"Holiday Inn Express & Suites Hinesville East - Fort Stewart, an IHG Hotel"
419,Faanui,PF,81.18,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
420,Casas Grandes,MX,54.45,scattered clouds,30.3667,-107.95,Pueblo del Soul B&B
422,West Memphis,US,70.11,clear sky,35.1465,-90.1845,Ramada by Wyndham West Memphis
423,Mavelikara,IN,77.07,light rain,9.2667,76.55,Hotel Indraprastha
426,Port Hardy,CA,37.76,overcast clouds,50.6996,-127.4199,Airport Inn
428,Yulara,AU,82.24,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
429,Saint-Pierre,RE,78.48,light rain,-21.3393,55.4781,Lindsey Hôtel
430,Belmonte,BR,79.3,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
431,Nilanga,IN,72.97,overcast clouds,18.1,76.7667,Shruti nilanga rice and vada pav and tea centre
432,Mitsamiouli,KM,81.63,clear sky,-11.3847,43.2844,Foyer ADM
433,Del Rio,US,73.24,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
434,Saint-Leu,RE,77.86,light rain,-21.15,55.2833,La Caz Oceane
435,Imbituba,BR,73.29,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
436,Nueva Helvecia,UY,75.6,few clouds,-34.3,-57.2333,La Posada de Ofelia
437,Aksu,CN,28.47,scattered clouds,41.1231,80.2644,Pudong Holiday Hotel
438,Havoysund,NO,25.03,scattered clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
439,Killybegs,IE,47.91,overcast clouds,54.6333,-8.45,Tara Hotel
440,Ixtapa,MX,79.23,clear sky,20.7,-105.2,Hotel Plaza Providencia
441,Te Anau,NZ,56.39,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
442,Rancho Palos Verdes,US,56.43,mist,33.7445,-118.387,Terranea Resort
443,Pokrovsk,UA,48.02,broken clouds,48.282,37.1758,Druzhba
444,Sao Miguel Do Araguaia,BR,83.61,light rain,-13.275,-50.1628,Hotel Executivo Palace
445,Cambridge,CA,35.37,overcast clouds,43.3601,-80.3127,Cambridge Gateway Suites
446,Shenjiamen,CN,52.63,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
447,Thunder Bay,CA,22.55,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
448,Katherine,AU,88.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
449,Valle De Allende,MX,63.19,broken clouds,26.9333,-105.4,Hotel Meson de San Bartolome
450,Todos Santos,MX,81.66,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
451,Ardesen,TR,51.76,clear sky,41.1911,40.9875,Green Suada Hotel
452,Sandnessjoen,NO,28.38,few clouds,66.0217,12.6316,Syv Søstre Apartments
453,Trofors,NO,27.75,broken clouds,65.5333,13.4063,Hause for Marcus and Martinus
455,Bubaque,GW,82.65,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
457,Kamina,CD,69.15,light rain,-8.7386,24.9906,Guest House Florvia
458,Brazzaville,CG,82.42,moderate rain,-4.2658,15.2832,Hotel Muesse
459,Mahibadhoo,MV,82.69,clear sky,3.7833,72.9667,Omadhoo Inn
460,Mashhad,IR,41.14,light intensity drizzle,36.297,59.6062,Khanye Sabz Hotel
461,Emerald,AU,74.98,clear sky,-23.5333,148.1667,The Irish Village
463,Rio Gallegos,AR,66.25,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
465,Jaca,ES,46.6,overcast clouds,42.569,-0.5499,Hotel Real Jaca & Spa
466,Garissa,KE,85.51,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
468,Teguise,ES,62.82,broken clouds,29.0605,-13.564,B&B La Casona de Nazaret
469,Bloomfield,US,48.04,overcast clouds,40.8068,-74.1854,La Quinta Inn & Suites by Wyndham Clifton/Rutherford
470,Beringovskiy,RU,30.58,overcast clouds,63.05,179.3167,Beringgorski
471,Tecuci,RO,40.71,overcast clouds,45.8497,27.4344,Pensiunea Romeo Tecuci
472,Kargasok,RU,22.73,overcast clouds,59.0556,80.8572,Hotel Kargasok
473,Kyshtovka,RU,21.11,overcast clouds,56.555,76.6271,Uyutnaya Mini-Hotel
474,Culebra,PR,86.04,broken clouds,18.303,-65.301,Palmetto Guesthouse
475,Huarmey,PE,72.01,broken clouds,-10.0681,-78.1522,Hotel Miramar
476,Vieksniai,LT,29.17,broken clouds,56.2333,22.5167,Juodeikių poilsiavietė
477,Cairo,EG,68.76,broken clouds,30.0626,31.2497,Grand Hotel
479,Valparaiso,CL,68.23,clear sky,-33.0393,-71.6273,Hotel Ultramar
480,Lima,PE,69.13,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
481,Christchurch,NZ,68.02,light rain,-43.5333,172.6333,The George
483,Bambanglipuro,ID,79.56,overcast clouds,-7.95,110.2833,Puri Brata
484,Havre-Saint-Pierre,CA,37.53,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
485,Yeppoon,AU,76.78,clear sky,-23.1333,150.7333,Villa Mar Colina
486,Insar,RU,36.82,overcast clouds,53.8653,44.3738,"Dom Otdykha ""Vasyuk"""
487,Xining,CN,28.51,clear sky,36.6167,101.7667,Super Leisure Hotel
488,Chicama,PE,64.94,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
490,Sechura,PE,77.0,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
491,Ingham,US,34.56,light snow,42.6,-84.3833,Sunset Mobile Home Park
493,Formosa,AR,89.58,clear sky,-26.1775,-58.1781,Hotel Portal del Sol
494,Chabahar,IR,76.1,clear sky,25.2919,60.643,هتل گدروشیا
495,Naftalan,AZ,38.62,broken clouds,40.5067,46.825,Gashalti Health Hotel - Naftalan
496,Millau,FR,41.4,overcast clouds,44.0833,2.9167,La Villa Des Raspes
497,Gorontalo,ID,76.66,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
500,Kalach-Na-Donu,RU,42.12,overcast clouds,48.691,43.5264,Hotel Laguna
501,Port Blair,IN,79.93,few clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
502,Yarada,IN,69.78,moderate rain,17.65,83.2667,Vishranti
503,Palmer,US,40.73,broken clouds,42.1584,-72.3287,Wedgewood Motel
504,Salinopolis,BR,82.27,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
505,Muros,ES,56.98,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
507,Sao Lourenco Do Oeste,BR,82.71,clear sky,-26.3592,-52.8511,Poente Hotel
508,Curup,ID,69.17,moderate rain,-3.4667,102.5333,Ayi The Costel
509,Honningsvag,NO,24.55,few clouds,70.9821,25.9704,Nordkapp Vandrerhjem
510,Sakakah,SA,58.98,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
511,Tevaitoa,PF,81.34,broken clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
512,Mbarara,UG,65.89,light rain,-0.608,30.65,Oxford Hotel
513,Silver City,US,57.31,broken clouds,32.7701,-108.2803,Copper Manor Motel
514,Villa Rica,US,68.77,few clouds,33.7321,-84.9191,Days Inn by Wyndham Villa Rica
516,Masvingo,ZW,88.88,scattered clouds,-20.0637,30.8277,River Side Lodge
518,Batemans Bay,AU,65.19,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
519,Lobito,AO,78.57,light rain,-12.3481,13.5456,Casa Rosa Hotel Residence
520,Corn Island,NI,80.56,overcast clouds,12.1694,-83.0418,Big Fish Guest House
523,Dubbo,AU,64.53,few clouds,-32.25,148.6167,Comfort Inn Blue Lagoon
525,Buta,CD,77.38,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
526,Luau,AO,66.16,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
527,Ginda,IN,47.23,clear sky,30.6945,78.4932,Bal uma sankar hotel and restaurant
528,Kudahuvadhoo,MV,82.76,clear sky,2.6708,72.8944,Niyama Private Islands Maldives
529,Ihosy,MG,76.55,clear sky,-22.4,46.1167,Hotely Sariaka
530,Glenwood Springs,US,49.23,clear sky,39.5505,-107.3248,Glenwood Springs Cedar Lodge
532,Cap-Aux-Meules,CA,46.45,broken clouds,47.3821,-61.8597,Auberge Madeli
533,Athabasca,CA,20.48,clear sky,54.7169,-113.2854,Athabasca Lodge Motel
534,Homberg,DE,34.61,broken clouds,51.0333,9.4,Hotel & Restaurant Stadt Cassel
535,Sao Filipe,CV,76.89,scattered clouds,14.8961,-24.4956,Hotel Xaguate
536,Keti Bandar,PK,75.58,clear sky,24.1447,67.4497,Haji laloo memon house
537,Ahuimanu,US,73.11,light rain,21.4447,-157.8378,Paradise Bay Resort
538,Roma,US,35.65,broken clouds,43.2128,-75.4557,Wingate By Wyndham Rome
540,Mudon,MM,72.86,broken clouds,16.2578,97.7164,Motel Mudon
543,Kampot,KH,80.65,broken clouds,10.6167,104.1833,Two Moons Hotel
544,Wenatchee,US,39.6,clear sky,47.4235,-120.3103,SpringHill Suites by Marriott Wenatchee
545,Rocha,UY,70.52,broken clouds,-34.4833,-54.3333,Hotel Arrarte
546,Koson,UZ,50.32,overcast clouds,39.0375,65.585,Jamshid Orziev ning uyi
547,Pajacuaran,MX,66.24,overcast clouds,20.1167,-102.5667,Hotel California
548,Ajdabiya,LY,67.87,overcast clouds,30.7554,20.2263,Almadina Hotel
549,Soyo,AO,81.5,broken clouds,-6.1349,12.3689,Hotel Mpampa
550,Goianapolis,BR,85.28,broken clouds,-16.5106,-49.0239,Hotel Tomatão
551,Hualmay,PE,71.82,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
552,Kankakee,US,50.04,few clouds,41.15,-87.8667,Fairfield Inn by Marriott Kankakee Bourbonnais
553,Maputo,MZ,77.23,few clouds,-25.9653,32.5892,Pestana Rovuma
554,Rzhaksa,RU,40.28,overcast clouds,52.1338,42.0264,Gostinitsa Uyut
557,Great Yarmouth,GB,44.94,overcast clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
559,Los Alamos,US,52.05,clear sky,35.8881,-106.307,"Holiday Inn Express & Suites Los Alamos Entrada Park, an IHG Hotel"
560,Wajima,JP,44.87,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
561,Mitchell,US,43.11,clear sky,43.7094,-98.0298,Kelly Inn & Suites
563,Kapchorwa,UG,67.42,overcast clouds,1.3965,34.4509,Amis Cheshari's Residence
565,Nederweert,NL,41.59,overcast clouds,51.2833,5.7333,Fletcher Hotel-Restaurant Weert
566,Bitam,GA,73.11,light rain,2.076,11.5007,Bénédicta hôtel
568,Kolpashevo,RU,29.14,light snow,58.3131,82.9089,Gostinitsa Legenda
569,Baghdad,IQ,58.91,broken clouds,33.3406,44.4009,Baghdad Hotel
572,Ciudad Bolivar,VE,88.93,overcast clouds,8.1222,-63.5497,Hotel Edi
573,Maldonado,UY,72.79,few clouds,-34.6667,-54.9167,La Cimarrona
574,Los Llanos De Aridane,ES,65.12,broken clouds,28.6585,-17.9182,Valle Aridane
575,Noumea,NC,81.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
576,Waqqas,JO,68.52,overcast clouds,32.5427,35.6053,Jordan EcoPark
578,San Juan,AR,72.3,overcast clouds,-31.5375,-68.5364,Hotel Provincial
580,Houma,US,69.01,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
581,Abeche,TD,85.39,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
582,Morondava,MG,81.97,scattered clouds,-20.2833,44.2833,La Case Bambou
583,Garowe,SO,80.91,clear sky,8.4054,48.4845,Curubo Hotel
584,Pundaguitan,PH,78.26,heavy intensity rain,6.3711,126.1689,Leonardo Family Beach House 1
586,Guapo,BR,88.18,scattered clouds,-16.8306,-49.5319,Lar de idosos de Guapó
587,Greenwood,US,71.87,clear sky,34.1668,-82.1165,Quality Inn Greenwood Hwy 25
589,Bhinga,IN,68.45,clear sky,27.7167,81.9333,Kakardari office
590,Sayyan,YE,53.94,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
591,Korla,CN,27.27,clear sky,41.7597,86.1469,Gulisitan Hotel
592,Ardakan,IR,50.38,clear sky,32.31,54.0175,Ardakan Hotel
593,Oistins,BB,86.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
594,Narragansett,US,43.83,clear sky,41.4501,-71.4495,Hampton Inn South Kingstown - Newport Area
595,Sri Aman,MY,74.17,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
597,Finnsnes,NO,20.34,scattered clouds,69.2296,17.9811,Finnsnes Hotel - A SNR Hotel
598,Mumford,GH,83.17,broken clouds,5.2618,-0.759,Spanish Villa
599,Lichuan,CN,40.5,overcast clouds,30.3,108.85,Yicheng Hotel
600,Vila,PT,42.69,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
601,Nerja,ES,65.95,clear sky,36.7585,-3.8873,Toboso apar-turis
602,Umm Lajj,SA,77.88,few clouds,25.0213,37.2685,Moon light Furnished Units
603,Marsh Harbour,BS,73.76,broken clouds,26.5412,-77.0636,Abaco Beach Resort
604,Makubetsu,JP,33.82,light rain,45.3714,141.8211,RED BARON Bike Station Wakkanai
605,Laurens,US,70.02,clear sky,32.4502,-82.9165,"Holiday Inn Express & Suites Dublin, an IHG Hotel"
608,Savannah Bight,HN,82.0,scattered clouds,16.45,-85.85,Villa on Dunbar Rock
609,Musoma,TZ,74.12,overcast clouds,-1.5,33.8,New Peninsula Hotel
611,Lithakia,GR,63.77,thunderstorm,37.7167,20.8333,Zante Plaza Hotel & Apartments
612,Lengshuijiang,CN,51.12,broken clouds,27.6881,111.4294,Sheraton
613,Sampit,ID,76.17,moderate rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
615,Richards Bay,ZA,71.19,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
616,Mairi,BR,88.59,broken clouds,-11.7114,-40.1489,Pousada Solar do Monte
618,Ensenada,MX,62.87,clear sky,31.8667,-116.6167,Best Western El Cid
619,Melilla,ES,61.18,clear sky,35.2937,-2.9383,Hotel Nacional
620,Shihezi,CN,24.55,scattered clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
622,Shubarkuduk,KZ,31.86,broken clouds,49.1447,56.4872,Sirius
623,Suksun,RU,25.88,overcast clouds,57.1431,57.3949,Island Relax
624,Baracoa,CU,81.45,overcast clouds,20.3467,-74.4958,Hostal Rio Miel
625,Bonavista,CA,49.12,light rain,48.6499,-53.1147,Abbott's Bed & Breakfast
626,Jati,PK,74.43,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
627,Upata,VE,81.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
628,Juegang,CN,43.92,clear sky,32.3174,121.1855,Rudong Y Hotel
629,Tianmen,CN,52.3,overcast clouds,30.6516,113.1603,Tianmen Luyu Hotel
632,Imola,IT,46.45,broken clouds,44.3523,11.7158,Hotel Olimpia
633,Talipparamba,IN,75.92,overcast clouds,12.05,75.35,RAMIS RESIDENCY
635,Nanyamba,TZ,79.39,scattered clouds,-10.6833,39.8333,Busati Lodge Nanyamba
636,Tlacotepec,MX,66.33,clear sky,20.0667,-97.8667,RANCHO LA ILUSION
637,Mzimba,MW,74.39,clear sky,-11.9,33.6,Zagegs Hotel
638,Bandarbeyla,SO,78.71,clear sky,9.4942,50.8122,JABIR HOTEL
639,Klyuchi,RU,27.66,broken clouds,52.2667,79.1667,Vesolaya Mayovka
640,Bahia Blanca,AR,63.46,overcast clouds,-38.7196,-62.2724,Hotel Argos
641,Cururupu,BR,82.13,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
645,Sohag,EG,67.89,few clouds,26.557,31.6948,Civil Registry - Sohag 1
646,Steubenville,US,42.8,overcast clouds,40.3698,-80.634,UNIversity hotel steubenzille
647,Arlit,NE,85.21,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
648,Samarai,PG,81.32,overcast clouds,-10.6167,150.6667,Nuli Sapi
649,Buritis,BR,89.06,overcast clouds,-15.6178,-46.4233,Hotel Rainha do Vale
650,San Policarpo,PH,78.67,moderate rain,12.1791,125.5072,Agapita M. Nicart
651,Taozhuang,CN,42.57,clear sky,34.85,117.3333,New Century Fengming Resort Zaozhuang
652,Nieuwkoop,NL,42.15,broken clouds,52.1508,4.7764,"Hotel Restaurant ""De Watergeus"""
653,Yabrud,SY,44.26,overcast clouds,33.9674,36.6574,صالون مها حيدر - Salon Maha
654,Xichang,CN,50.65,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
656,Kloulklubed,PW,75.7,light rain,7.0419,134.2556,Storyboard Beach Resort
657,Daru,PG,80.92,overcast clouds,-9.0763,143.2092,Daru Lodge
658,Ucluelet,CA,32.95,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
660,Sterling,US,54.34,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
661,Haapiti,PF,74.93,few clouds,-17.5667,-149.8667,Linareva Moorea Beach Resort
662,Buturlino,RU,35.06,overcast clouds,55.5667,44.8974,Zolotaya Korona
663,Partenit,UA,54.21,broken clouds,44.578,34.3446,Приватотель
664,Marystown,CA,53.85,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
665,Mindelo,CV,76.55,few clouds,16.8901,-24.9804,Hotel Gaudi
666,Ha Tinh,VN,60.1,scattered clouds,18.3333,105.9,Phú Quý
667,Faya,SA,59.23,clear sky,18.3851,42.4509,املاك خالد الشعشوع
668,Rizhao,CN,41.14,clear sky,35.4275,119.4553,Novotel Rizhao Suning
669,Auki,SB,77.16,overcast clouds,-8.7676,160.7034,Auki Motel
670,Naron,ES,57.04,overcast clouds,43.5167,-8.1528,Marcial
671,Itarema,BR,89.67,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
672,Riachao,BR,79.72,overcast clouds,-7.3619,-46.6172,Pousada Nordestina
674,Graaff-Reinet,ZA,86.36,broken clouds,-32.2522,24.5308,Rietjiesbos B&B
675,Ibra,OM,72.16,few clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
676,Talara,PE,77.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
677,Seoul,KR,31.44,clear sky,37.5683,126.9778,Lotte Hotel Seoul
678,Bombay,IN,78.78,haze,19.0144,72.8479,Hotel Avon Ruby-Dadar
679,Superior,US,35.28,overcast clouds,46.7208,-92.1041,"Holiday Inn Express & Suites Superior - Duluth Area, an IHG Hotel"
680,Awbari,LY,77.47,overcast clouds,26.5921,12.7805,فندق أوباري
681,Mehamn,NO,24.98,scattered clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
683,Wajir,KE,87.53,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
684,Inirida,CO,84.43,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
685,Byron Bay,AU,70.88,scattered clouds,-28.65,153.6167,Backpackers Inn
686,Axim,GH,84.33,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
688,Mollendo,PE,70.43,broken clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
689,Sungaipenuh,ID,65.64,overcast clouds,-2.0833,101.3833,penginapan citra alam
690,Sistranda,NO,21.9,clear sky,63.7256,8.834,Hotell Frøya
691,Santa Helena De Goias,BR,86.52,scattered clouds,-17.8136,-50.5969,Hotel Cana Verde
692,Maragogi,BR,87.37,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
693,Ritchie,ZA,79.81,overcast clouds,-29.038,24.6028,Riverside Country Club Modderrivier
696,Juneau,US,30.22,snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
697,Alta Floresta,BR,77.25,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
